Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Dividends,Stock Splits,Avg_Sentiment_Score
2020-01-27,-0.9246033601273805,-0.951038044391607,-0.9259519938481044,77.23750305175781,74.88040924072266,0.16388376338839064,AAPL,-0.4462172358765597,-0.9228022358824585,-0.5019619312096213
2020-01-27,-1.2802530940179455,-1.2928368623512332,-1.2778019505672384,37.20133209228516,37.20133209228516,0.5181143814458838,TSLA,-1.3771528385397704,0.5751504798935101,-1.5169315013609497
2020-01-27,-0.20582405959290048,-0.22664838118046793,-0.19215948565461088,162.27999877929688,155.2184600830078,-0.9266668594941615,MSFT,-1.4625719097852128,-1.094306537696436,-1.7203584352403969
2020-01-27,-1.5395986493417513,-1.560532115709965,-1.5412110165065247,6.005000114440918,5.979929447174072,1.8710382733229922,NVDA,-0.03635084790852893,1.6557173584628635,-0.007933834379841877
2020-01-27,-0.9756359281618152,-1.0028718655669548,-0.9717812855449376,71.58650207519531,71.32793426513672,-0.9094186756593456,GOOGL,0.6370872980322358,-1.3195415918525728,1.636805225450353
2020-01-28,-0.18322116374508973,-0.20646942313231445,-0.16708217892121,165.4600067138672,158.26010131835938,-0.9869477461990036,MSFT,-0.14897792455847547,-1.6287062529598648,1.5427680672024622
2020-01-28,-0.9712529124509695,-0.9951479076740303,-0.9670367176147832,72.5250015258789,72.2630386352539,-0.9464360544722715,GOOGL,0.4800855663380445,-1.7004062120148324,1.6487961647996374
2020-01-28,-1.2650699370674727,-1.2858448647076879,-1.2668506862236486,37.79333114624024,37.79333114624024,0.2889055934876268,TSLA,-1.3645074792960379,0.0945990719973138,-0.6040306616858819
2020-01-28,-0.9191459987201249,-0.9369847698480025,-0.9099838415609466,79.42250061035156,76.99871826171875,0.1663527083455141,AAPL,0.018630936677326626,-0.1793356525468169,1.3323735560952736
2020-01-28,-1.5386081621133978,-1.559044123742177,-1.5393586237788062,6.199250221252441,6.173369407653809,1.415454105666796,NVDA,-1.2628189045921496,1.6007639422099806,1.5458969868568884
2020-01-29,-1.5376327147412612,-1.5591352670404295,-1.5386530541234889,6.138500213623047,6.112873077392578,0.977695048779274,NVDA,-0.4479065440332844,0.8721844892011587,-0.12680313889454128
2020-01-29,-0.8936855465833161,-0.91695407328998,-0.8899089568120169,81.08499908447266,78.61048126220703,0.6197920850423588,AAPL,0.621670402976314,-0.3775132557478326,-0.9875118218376475
2020-01-29,-1.2609447053117953,-1.2785023955311892,-1.2614041859602656,38.732666015625,38.732666015625,1.046342635690858,TSLA,-1.2714699129362204,1.4089583821709009,0.06859541415578739
2020-01-29,-0.9640681395471062,-0.9911883814644278,-0.9604703054626991,72.83499908447266,72.57191467285156,-1.0149450781464657,GOOGL,1.3836161105425928,0.4614678745070161,-1.3251681143688177
2020-01-29,-0.1483285661841586,-0.1811183901692767,-0.14418943200165668,168.0399932861328,160.72779846191406,-0.9041910626123751,MSFT,-0.869889018543555,1.6229328151512241,1.2917638485130092
2020-01-30,-0.09495827174666634,-0.13618183323769362,-0.09962721166221747,172.77999877929688,165.2615509033203,-0.7627473894394827,MSFT,-0.3014068480427339,1.0384779109265436,-0.427247133487496
2020-01-30,-1.5388745847652707,-1.559663060479937,-1.539644780615423,6.145249843597412,6.119594573974609,1.2435349180401587,NVDA,-0.6944098013974712,-0.6373354165697046,0.17583014288510104
2020-01-30,-1.2284413057054433,-1.2439775858365243,-1.2319464601518564,42.72066879272461,42.72066879272461,1.8710382733229922,TSLA,1.394586942151622,-0.1066237779346787,0.9221469693621394
2020-01-30,-0.9020864250490537,-0.924923969309204,-0.8956540091390655,80.96749877929688,78.49658203125,-0.13169093683910188,AAPL,1.7042873850744789,-0.4939009852495162,-1.249415537646096
2020-01-30,-0.9728170574975276,-0.9949571471441889,-0.965009550102446,72.7125015258789,72.44986724853516,-0.9683878303835665,GOOGL,0.7381790913447062,-1.0555797623424772,-1.4698441172039598
2020-01-31,-0.9600288357764851,-0.9888440775098737,-0.9684784470958354,71.63899993896484,71.38024139404297,-0.8280442653378277,GOOGL,1.04506685979565,1.4952120147762347,-0.26224598398305954
2020-01-31,-0.9012485206453661,-0.9279126803164128,-0.9185030915277043,77.37750244140625,75.01612854003906,0.4800464413603861,AAPL,0.9246855984015538,0.9790060533755602,0.07090198863266035
2020-01-31,-0.11077164375121558,-0.15017158562453173,-0.11019976119645511,170.22999572753906,162.822509765625,-0.8925332755733316,MSFT,0.8859032626537697,0.6764451756122007,0.8918494008029226
2020-01-31,-1.5383675244139272,-1.5600657946733107,-1.5406605392652115,5.910749912261963,5.886073589324951,1.8710382733229922,NVDA,-1.1662562641498153,1.3815876098098727,1.7109454863658895
2020-01-31,-1.2240983197808446,-1.2427792681643266,-1.2234883738600821,43.37133407592773,43.37133407592773,0.7840550239703246,TSLA,-0.10999324233365998,0.606549728024306,-0.6414060784043507
2020-02-03,-0.9626973570552453,-0.9817940884065106,-0.9555684785578463,74.12999725341797,73.86224365234375,-0.5944686359588082,GOOGL,-1.5577137375706978,-0.08948438905651966,-1.5456438680354594
2020-02-03,-1.5401443830236448,-1.5607737562259891,-1.5405076300777532,6.008250236511231,5.983168125152588,0.9501167656527658,NVDA,-0.07492748946731717,1.542933436631453,-1.1338033083441719
2020-02-03,-1.2047956683495458,-1.1675233011874666,-1.199605308713046,52.0,52.0,1.8710382733229922,TSLA,0.6452939651093688,0.9375617606365255,0.48133372421256615
2020-02-03,-0.12606951341428335,-0.13236649326783886,-0.10303491164892055,174.3800048828125,166.79193115234375,-0.9432197078104406,MSFT,1.5148641238220772,0.681365269513492,-0.9304112674904348
2020-02-03,-0.9369790881788402,-0.9473922477749954,-0.9317625763032278,77.16500091552734,74.81011962890625,0.26338392471485844,AAPL,-0.8075657843500423,1.4564981977462965,-1.328778364779538
2020-02-04,-0.9657740444591291,-0.9898318405789402,-0.9706759396104424,72.27050018310547,72.00946044921875,-0.3908730524877162,GOOGL,-1.0845250342516863,0.5588595236447943,-0.4442677026480913
2020-02-04,-1.537924918247483,-1.5593345136323287,-1.5386355758117345,6.178249835968018,6.152457237243652,1.0843131616215849,NVDA,-0.2357865593737819,0.9508640107438033,0.016376457036539893
